County,Quarterly,January,February,March,Total,Average,March,Total
"Kitsap County, Washington","6,727","56,809","56,341","57,341","598,710,431",810,0.74,0.6
"Kittitas County, Washington","1,330","10,396","10,445","10,507","89,096,221",656,0.84,0.66
"Klickitat County, Washington",727,"5,093","5,164","5,341","76,911,861","1,138",0.89,0.91
"Lewis County, Washington","2,313","20,736","20,549","20,936","220,344,333",817,0.94,0.91
"Lincoln County, Washington",470,"1,437","1,417","1,447","12,750,264",684,0.65,0.59
"Mason County, Washington","1,290","8,218","8,104","8,212","72,294,159",680,0.69,0.56
"Okanogan County, Washington","1,696","10,171","10,658","10,431","75,894,308",560,0.8,0.66
"Pacific County, Washington",747,"4,609","4,483","4,415","35,483,122",606,0.83,0.69
"Pend Oreille County, Washington",360,"1,634","1,641","1,621","19,230,597",906,0.6,0.57
"Pierce County, Washington","22,572","251,437","249,558","253,285","3,191,524,177",976,0.95,0.89
"San Juan County, Washington",966,"4,538","4,511","4,694","38,900,177",653,1,0.92
"Skagit County, Washington","3,921","39,558","39,067","40,286","498,090,127",967,0.91,0.86
"Skamania County, Washington",227,"1,290","1,324","1,342","10,832,983",632,0.81,0.68
"Snohomish County, Washington","21,443","247,728","245,016","249,701","4,257,438,281","1,323",1.01,1.01
"Spokane County, Washington","16,056","187,025","186,477","187,769","2,256,227,692",928,0.99,0.94
"Stevens County, Washington","1,106","7,380","7,349","7,386","69,244,181",723,0.83,0.79
"Thurston County, Washington","8,242","77,541","77,073","78,582","943,835,206",934,0.79,0.7
"Wahkiakum County, Washington",108,456,451,470,"4,122,521",691,0.74,0.7
"Walla Walla County, Washington","2,069","20,991","20,568","21,239","215,948,159",794,0.93,0.85
"Whatcom County, Washington","7,172","75,396","74,632","76,501","902,046,786",919,0.98,0.93
"Whitman County, Washington","1,143","10,916","10,904","10,985","116,850,314",822,0.69,0.58
"Yakima County, Washington","7,589","88,084","85,990","90,147","837,971,353",732,0.98,0.91
"Unknown Or Undefined, Washington","4,906","17,419","17,542","18,046","451,121,709","1,964",1.1,1.11
"Barbour County, West Virginia",239,"2,804","2,854","2,910","29,428,289",793,0.94,0.95
"Berkeley County, West Virginia","1,957","26,509","25,880","26,243","255,865,942",751,0.88,0.8
"Boone County, West Virginia",320,"3,234","3,209","3,220","35,808,905",855,0.8,0.83
"Braxton County, West Virginia",286,"2,689","2,683","2,716","23,870,472",681,0.86,0.88
"Brooke County, West Virginia",437,"6,700","6,640","6,588","68,675,188",795,1.03,1.04
"Cabell County, West Virginia","2,667","44,225","44,127","44,293","486,274,921",846,1,0.98
"Calhoun County, West Virginia",105,760,769,781,"7,571,074",756,0.82,0.85
"Clay County, West Virginia",101,785,775,813,"5,277,489",513,0.73,0.64
"Doddridge County, West Virginia",85,973,973,"1,046","19,193,021","1,480",0.77,0.9
"Fayette County, West Virginia",870,"7,200","7,246","7,295","72,353,819",768,0.86,0.85
"Gilmer County, West Virginia",129,984,983,993,"7,827,964",610,0.64,0.53
"Grant County, West Virginia",252,"2,301","2,307","2,408","23,729,456",781,0.85,0.83
"Greenbrier County, West Virginia","1,061","10,538","10,444","10,577","93,257,597",682,0.97,0.92
"Hampshire County, West Virginia",390,"2,433","2,442","2,465","19,417,679",610,0.77,0.73
"Hancock County, West Virginia",605,"8,155","8,168","8,182","84,655,763",797,1.01,1.02
"Hardy County, West Virginia",293,"5,053","5,031","5,036","42,955,755",656,1.02,1
"Harrison County, West Virginia","1,975","28,939","28,741","29,057","368,472,748",980,0.93,0.89
"Jackson County, West Virginia",567,"7,900","7,397","7,314","91,952,083",938,0.99,1.02
"Jefferson County, West Virginia","1,074","11,243","11,168","11,466","119,837,216",816,0.86,0.75
"Kanawha County, West Virginia","5,353","75,245","75,193","75,273","951,223,842",973,0.92,0.93
"Lewis County, West Virginia",424,"5,253","5,157","4,970","72,132,928","1,082",0.93,0.99
"Lincoln County, West Virginia",214,"1,407","1,404","1,415","11,500,530",628,0.72,0.67
"Logan County, West Virginia",745,"8,047","8,067","8,176","93,714,566",890,0.93,0.96
"McDowell County, West Virginia",278,"2,538","2,537","2,547","29,626,074",897,0.69,0.75
"Marion County, West Virginia","1,251","13,693","13,678","13,628","158,708,092",893,0.9,0.91
"Marshall County, West Virginia",499,"9,375","9,090","9,196","159,951,879","1,334",0.98,1.04
"Mason County, West Virginia",355,"3,811","3,870","4,003","53,825,167","1,063",0.86,0.93
"Mercer County, West Virginia","1,283","13,972","13,981","14,065","126,728,338",696,0.88,0.84
"Mineral County, West Virginia",464,"6,394","6,366","6,407","71,938,807",866,0.95,0.95
"Mingo County, West Virginia",458,"4,004","3,992","4,050","46,058,805",882,0.92,0.95
"Monongalia County, West Virginia","2,636","45,282","45,317","45,277","606,339,342","1,030",0.95,0.9
"Monroe County, West Virginia",194,"1,180","1,173","1,150","11,184,339",737,0.72,0.69
"Morgan County, West Virginia",230,"2,083","2,045","2,098","17,794,762",660,0.87,0.86
"Nicholas County, West Virginia",629,"5,488","5,488","5,540","50,513,811",706,0.9,0.87
"Ohio County, West Virginia","1,444","25,204","25,102","25,242","271,948,813",831,1.03,1.03
"Pendleton County, West Virginia",159,"1,099","1,102","1,114","8,357,541",582,0.88,0.86
"Pleasants County, West Virginia",140,"2,443","2,204","2,227","35,096,564","1,178",0.92,1
"Pocahontas County, West Virginia",226,"2,730","2,705","2,585","19,693,491",567,0.88,0.84
"Preston County, West Virginia",620,"4,587","4,612","4,700","40,857,661",678,0.77,0.67
"Putnam County, West Virginia","1,407","17,486","17,468","17,691","234,336,284","1,027",1.04,1.05
"Raleigh County, West Virginia","2,067","26,776","26,614","26,631","266,655,281",769,0.97,0.93
"Randolph County, West Virginia",772,"9,025","8,943","9,005","77,493,496",663,0.96,0.92
"Ritchie County, West Virginia",208,"2,675","2,603","2,618","28,607,964",836,0.99,1.01
"Roane County, West Virginia",251,"2,288","2,269","2,306","21,878,175",736,0.94,0.94
"Summers County, West Virginia",163,"1,289","1,288","1,336","11,456,758",676,0.76,0.79
"Taylor County, West Virginia",230,"2,045","2,024","2,046","27,353,572","1,032",0.77,0.85
"Tucker County, West Virginia",171,"1,987","1,974","1,951","16,560,788",646,0.89,0.88
"Tyler County, West Virginia",123,"1,549","1,528","1,503","18,860,329",950,0.84,0.9
"Upshur County, West Virginia",637,"5,922","5,930","6,044","59,797,689",771,0.97,0.97
"Wayne County, West Virginia",503,"4,965","4,940","4,998","47,756,342",739,0.71,0.62
"Webster County, West Virginia",173,"1,054","1,012","1,063","8,707,282",642,0.76,0.73
"Wetzel County, West Virginia",355,"3,229","3,197","3,221","28,157,806",674,0.85,0.83
"Wirt County, West Virginia",63,282,278,277,"1,869,743",516,0.59,0.51
"Wood County, West Virginia","2,184","28,184","28,063","28,234","288,766,953",789,0.95,0.9
"Wyoming County, West Virginia",334,"2,965","2,961","2,990","32,210,609",834,0.85,0.88
"Unknown Or Undefined, West Virginia","6,592","27,682","27,943","28,821","479,272,331","1,310",1.15,1.14
"Adams County, Wisconsin",293,"3,073","3,083","3,082","26,436,263",660,0.89,0.83
"Ashland County, Wisconsin",518,"6,070","6,055","6,056","59,877,116",760,0.91,0.91
"Barron County, Wisconsin","1,390","18,185","17,992","18,017","174,806,030",744,0.98,0.98
"Bayfield County, Wisconsin",431,"2,283","2,287","2,282","17,106,019",576,0.71,0.69
"Brown County, Wisconsin","6,995","140,168","139,229","139,932","1,853,622,713","1,020",1.05,1.04
"Buffalo County, Wisconsin",327,"2,860","2,853","2,902","31,105,076",833,0.92,0.92
"Burnett County, Wisconsin",381,"3,036","2,992","3,001","25,486,113",651,0.79,0.8
"Calumet County, Wisconsin",775,"12,884","12,865","12,897","130,049,677",777,1.07,1.06
"Chippewa County, Wisconsin","1,580","20,184","20,174","20,241","207,118,904",789,1,0.98
"Clark County, Wisconsin",797,"8,869","8,865","8,939","86,349,629",747,0.95,0.97
"Columbia County, Wisconsin","1,533","18,355","18,172","18,206","192,876,162",813,0.98,0.97
"Crawford County, Wisconsin",393,"6,007","5,882","5,875","52,968,408",688,0.98,0.97
"Dane County, Wisconsin","15,831","263,723","263,631","264,363","4,085,665,929","1,191",0.93,0.91
"Dodge County, Wisconsin","1,781","29,523","29,232","29,244","353,196,511",926,0.99,1
"Door County, Wisconsin","1,234","10,345","10,178","10,261","92,194,542",691,1,0.99
"Douglas County, Wisconsin","1,077","12,645","12,843","12,891","134,089,476",806,0.96,0.93
"Dunn County, Wisconsin",935,"14,199","14,301","14,380","141,323,871",761,0.96,0.92
"Eau Claire County, Wisconsin","2,811","50,861","51,331","51,423","602,702,728",905,1.04,1.02
"Florence County, Wisconsin",120,744,736,727,"4,899,645",512,0.83,0.79
"Fond Du Lac County, Wisconsin","2,291","41,382","41,269","41,582","494,903,730",919,1.04,1.03
"Forest County, Wisconsin",255,"1,310","1,313","1,293","10,031,408",591,0.48,0.4
"Grant County, Wisconsin","1,271","13,278","13,352","13,466","121,664,519",700,0.89,0.85
"Green County, Wisconsin",963,"13,529","13,314","13,426","134,051,274",768,1.03,1.02
"Green Lake County, Wisconsin",463,"4,579","4,532","4,529","45,659,032",772,0.95,0.96
"Iowa County, Wisconsin",601,"8,540","8,439","8,441","92,029,522",835,1.01,1.02
"Iron County, Wisconsin",200,"1,305","1,271","1,279","9,221,063",552,0.94,0.84
"Jackson County, Wisconsin",433,"6,005","5,915","5,976","63,993,386",825,0.83,0.85
"Jefferson County, Wisconsin","2,010","28,766","28,650","28,855","300,815,011",805,1.04,1.03
"Juneau County, Wisconsin",595,"6,663","6,633","6,702","65,718,609",758,0.86,0.83
"Kenosha County, Wisconsin","3,567","57,080","56,683","56,896","624,641,986",845,1.02,0.99
"Kewaunee County, Wisconsin",501,"5,461","5,459","5,458","54,790,144",772,0.96,0.98
"La Crosse County, Wisconsin","3,061","60,509","60,792","60,805","687,320,225",871,1.04,1.02
"Lafayette County, Wisconsin",403,"3,160","3,120","3,151","27,718,487",678,0.87,0.85
"Langlade County, Wisconsin",586,"6,331","6,304","6,371","54,709,180",664,1.02,1
"Lincoln County, Wisconsin",722,"8,929","8,873","8,852","95,885,308",830,0.97,0.96
"Manitowoc County, Wisconsin","1,792","29,444","29,171","29,367","323,457,190",848,1.04,1.03
"Marathon County, Wisconsin","3,399","63,575","63,164","63,510","746,481,548",905,1.05,1.05
"Marinette County, Wisconsin","1,120","15,924","15,828","15,917","169,002,917",818,1.04,1.04
"Marquette County, Wisconsin",310,"3,085","3,028","3,081","35,636,409",894,0.96,0.97
"Menominee County, Wisconsin",61,117,113,117,"402,253",268,0.07,0.03
"Milwaukee County, Wisconsin","27,061","427,168","427,244","428,911","6,111,810,071","1,099",1.04,1.03
"Monroe County, Wisconsin","1,024","15,559","15,480","15,550","154,744,951",766,0.89,0.82
"Oconto County, Wisconsin",733,"6,950","6,860","6,854","60,443,194",675,0.94,0.93
"Oneida County, Wisconsin","1,369","13,441","13,286","13,277","139,879,215",807,1.01,0.99
"Outagamie County, Wisconsin","5,323","96,815","96,102","96,227","1,194,178,874",953,1.06,1.05
"Ozaukee County, Wisconsin","2,945","37,735","38,025","38,135","467,089,628",946,1.07,1.07
"Pepin County, Wisconsin",240,"1,648","1,644","1,682","16,963,680",787,0.92,0.95
"Pierce County, Wisconsin",858,"6,933","6,982","7,063","62,283,445",685,0.82,0.76
"Polk County, Wisconsin","1,083","12,882","12,801","12,916","120,307,836",719,0.97,0.98
"Portage County, Wisconsin","1,693","28,830","28,829","28,983","342,348,678",912,1.03,1.02
"Price County, Wisconsin",392,"4,369","4,324","4,375","43,629,214",770,0.98,0.99
"Racine County, Wisconsin","4,486","65,050","64,811","64,913","785,042,578",930,1.03,1
"Richland County, Wisconsin",413,"4,855","4,772","4,801","43,676,882",699,0.98,0.98
"Rock County, Wisconsin","3,446","58,148","57,743","58,329","742,997,977",984,1.03,1.03
"Rusk County, Wisconsin",315,"4,195","4,129","4,033","37,642,576",703,0.97,0.98
"St. Croix County, Wisconsin","2,346","29,079","28,789","29,028","307,681,132",817,1.02,1.02
"Sauk County, Wisconsin","1,923","30,580","30,275","30,561","303,404,545",766,1,0.99
"Sawyer County, Wisconsin",644,"4,683","4,663","4,624","43,013,500",711,0.83,0.83
"Shawano County, Wisconsin",947,"9,702","9,574","9,609","83,692,851",669,0.91,0.91
"Sheboygan County, Wisconsin","2,750","54,780","54,270","54,532","739,031,645","1,043",1.06,1.07
"Taylor County, Wisconsin",465,"6,997","6,921","6,890","66,314,110",735,1.02,1.02
"Trempealeau County, Wisconsin",717,"11,252","11,161","11,284","118,542,489",812,0.98,0.99
"Vernon County, Wisconsin",636,"6,818","6,722","6,836","61,467,327",696,0.93,0.93
"Vilas County, Wisconsin",939,"5,300","5,274","5,219","40,874,049",597,0.84,0.78
"Walworth County, Wisconsin","2,886","34,493","34,307","34,517","327,000,490",730,0.99,0.94
"Washburn County, Wisconsin",536,"4,291","4,270","4,291","38,244,740",687,0.91,0.89
"Washington County, Wisconsin","3,461","51,563","50,994","51,035","602,050,387",905,1.07,1.07
"Waukesha County, Wisconsin","13,432","225,303","223,996","224,907","3,452,928,298","1,182",1.1,1.1
"Waupaca County, Wisconsin","1,218","15,672","15,606","15,670","150,193,133",738,0.96,0.94
"Waushara County, Wisconsin",467,"4,728","4,617","4,634","39,706,053",655,0.9,0.88
"Winnebago County, Wisconsin","3,772","81,131","80,935","81,169","1,125,463,228","1,068",1.04,1.04
"Wood County, Wisconsin","1,915","33,254","33,164","33,109","390,888,634",906,1.03,1.03
"Unknown Or Undefined, Wisconsin","16,392","55,955","56,898","57,382","1,132,652,876","1,535",1.16,1.15
"Albany County, Wyoming","1,290","9,905","10,128","10,145","87,440,889",669,0.77,0.66
"Big Horn County, Wyoming",407,"2,370","2,370","2,398","23,428,485",757,0.73,0.7
"Campbell County, Wyoming","1,778","19,722","19,673","19,873","304,083,105","1,184",0.95,0.97
"Carbon County, Wyoming",608,"4,778","4,798","4,823","67,943,112","1,089",0.85,0.89
"Converse County, Wyoming",548,"5,112","5,125","5,153","69,903,540","1,048",0.9,0.9
"Crook County, Wyoming",267,"1,605","1,610","1,627","17,549,550",836,0.82,0.83
"Fremont County, Wyoming","1,629","9,391","9,415","9,492","94,640,741",772,0.75,0.72
"Goshen County, Wyoming",405,"2,853","2,756","2,755","25,051,871",691,0.78,0.74
"Hot Springs County, Wyoming",222,"1,252","1,262","1,266","10,376,680",633,0.81,0.71
"Johnson County, Wyoming",454,"2,112","2,065","2,081","18,052,442",666,0.8,0.72
"Laramie County, Wyoming","3,609","32,379","32,288","32,178","357,078,596",851,0.82,0.76
"Lincoln County, Wyoming",837,"4,345","4,322","4,381","51,953,701",919,0.82,0.82
"Natrona County, Wyoming","3,448","32,640","32,896","32,883","417,991,654",980,1.01,1
"Park County, Wyoming","1,496","9,058","8,896","9,019","89,549,713",766,0.86,0.81
"Platte County, Wyoming",367,"2,661","2,640","2,749","37,087,118","1,063",0.88,0.93
"Sheridan County, Wyoming","1,365","9,463","9,541","9,686","90,546,356",728,0.86,0.76
"Sublette County, Wyoming",483,"2,814","2,791","2,781","44,071,614","1,213",0.85,0.91
"Sweetwater County, Wyoming","1,532","17,490","17,467","17,728","282,365,510","1,237",0.94,0.99
"Teton County, Wyoming","2,422","18,085","17,780","17,563","229,873,215",993,1.03,1
"Uinta County, Wyoming",722,"5,985","5,974","6,018","65,507,971",841,0.86,0.89
"Washakie County, Wyoming",410,"2,663","2,580","2,568","27,798,329",821,0.89,0.89
"Weston County, Wyoming",233,"1,474","1,449","1,420","14,845,696",789,0.75,0.75
"Adjuntas Municipio, Puerto Rico",207,"1,096","1,101","1,109","4,127,358",288,0.79,0.67
"Aguada Municipio, Puerto Rico",473,"2,776","2,770","2,818","10,532,710",291,0.79,0.62
"Aguadilla Municipio, Puerto Rico",809,"11,955","12,109","12,341","81,446,616",516,0.82,0.74
"Aguas Buenas Municipio, Puerto Rico",132,989,"1,011","1,018","4,274,525",327,0.69,0.61
"Aibonito Municipio, Puerto Rico",293,"4,477","4,540","4,494","30,159,134",515,0.94,0.94
"Anasco Municipio, Puerto Rico",244,"4,154","4,210","4,249","32,725,999",599,0.99,1.03
"Arecibo Municipio, Puerto Rico","1,003","13,577","13,673","14,008","78,690,230",440,0.79,0.71
"Arroyo Municipio, Puerto Rico",73,"1,503","1,493","1,512","15,305,866",784,0.82,0.95
"Barceloneta Municipio, Puerto Rico",245,"8,847","8,699","8,716","71,431,924",628,0.99,1.03
"Barranquitas Municipio, Puerto Rico",305,"1,804","1,884","1,934","8,364,387",343,0.76,0.64
"Bayamon Municipio, Puerto Rico","2,833","40,488","40,681","40,950","246,738,489",466,0.92,0.86
"Cabo Rojo Municipio, Puerto Rico",519,"4,318","4,308","4,561","17,468,268",306,0.92,0.84
"Caguas Municipio, Puerto Rico","2,177","37,815","37,737","38,078","255,305,645",518,1.02,1
"Camuy Municipio, Puerto Rico",314,"2,387","2,427","2,692","10,859,914",334,0.82,0.73
"Canovanas Municipio, Puerto Rico",310,"3,426","3,448","3,487","19,929,801",444,0.84,0.81
"Carolina Municipio, Puerto Rico","1,891","38,712","39,266","39,595","260,165,486",511,1.02,0.98
"Catano Municipio, Puerto Rico",301,"8,938","9,067","9,051","71,635,760",611,1.02,1.03
"Cayey Municipio, Puerto Rico",448,"7,339","7,309","7,371","46,071,699",483,0.92,0.87
"Ceiba Municipio, Puerto Rico",83,617,643,640,"3,445,413",418,0.61,0.6
"Ciales Municipio, Puerto Rico",123,719,722,779,"2,753,248",286,0.57,0.42
"Cidra Municipio, Puerto Rico",347,"4,649","4,732","4,792","31,066,842",506,0.94,0.95
"Coamo Municipio, Puerto Rico",272,"2,186","2,170","2,213","9,971,241",350,0.78,0.7
"Comerio Municipio, Puerto Rico",114,824,823,840,"3,716,769",345,0.62,0.54
"Corozal Municipio, Puerto Rico",299,"2,759","2,754","2,784","11,944,149",332,0.86,0.74
"Dorado Municipio, Puerto Rico",536,"6,977","7,219","7,383","51,851,700",555,1.01,1.03
"Fajardo Municipio, Puerto Rico",473,"6,659","6,670","6,769","42,696,074",490,0.88,0.84
